0.000000000000000000e+00,-1.000000000000000000e+00,0.000000000000000000e+00
-9.999938202962965761e-03,-9.999998326764925061e-01,2.856808927741302055e-07
-1.999975029703167720e-02,-9.999993290308338834e-01,1.141891198703674177e-06
-2.999943126882658254e-02,-9.999984856572805558e-01,2.566948824254732045e-06
-3.999897613889186188e-02,-9.999972990375307624e-01,4.559136162720377587e-06
-4.999837996464236156e-02,-9.999957655374706045e-01,7.116698450360956390e-06
-5.999763784360509500e-02,-9.999938814038780155e-01,1.023784209946351335e-05
-6.999674491697395473e-02,-9.999916427610942016e-01,1.392073301252854292e-05
-7.999569637349727980e-02,-9.999890456076715450e-01,1.816349488252131712e-05
-8.999448745371883829e-02,-9.999860858130104058e-01,2.296420748493972368e-05
-9.999311345459341305e-02,-9.999827591139980321e-01,2.832090496835863925e-05
-1.099915697344994864e-01,-9.999790611116642358e-01,3.423157415112032878e-05
-1.199898517186717556e-01,-9.999749872678731499e-01,4.069415283295987039e-05
-1.299879549050773908e-01,-9.999705329020702749e-01,4.770652813159232612e-05
-1.399858748707600853e-01,-9.999656931881081290e-01,5.526653485565346228e-05
-1.499836072786766838e-01,-9.999604631511761488e-01,6.337195392688690432e-05
-1.599811478850512725e-01,-9.999548376648647041e-01,7.202051086611569158e-05
-1.699784925472718478e-01,-9.999488114483962020e-01,8.120987435933385177e-05
-1.799756372323539633e-01,-9.999423790640595833e-01,9.093765492221094577e-05
-1.899725780259960140e-01,-9.999355349148898453e-01,1.012014036834251026e-04
-1.999693111422487790e-01,-9.999282732426381104e-01,1.119986113095329495e-04
-2.099658329338217888e-01,-9.999205881260833095e-01,1.233267070965503027e-04
-2.199621399030458613e-01,-9.999124734797413261e-01,1.351830582560549921e-04
-2.299582287135095715e-01,-9.999039230530325506e-01,1.475649694264289822e-04
-2.399540962023837820e-01,-9.998949304299770136e-01,1.604696824428227366e-04
-2.499497393934443368e-01,-9.998854890294887054e-01,1.738943764025371896e-04
-2.599451555107983314e-01,-9.998755921063523511e-01,1.878361680657578527e-04
-2.699403419933130710e-01,-9.998652327529662376e-01,2.022921126349131360e-04
-2.799352965097396395e-01,-9.998544039019485741e-01,2.172592049593288072e-04
-2.899300169745154254e-01,-9.998430983297045271e-01,2.327343812152650145e-04
-2.999245015642187928e-01,-9.998313086610647327e-01,2.487145211147914325e-04
-3.099187487346387604e-01,-9.998190273751069723e-01,2.651964507002069053e-04
-3.199127572384092288e-01,-9.998062468122814739e-01,2.821769457837526693e-04
-3.299065261431422535e-01,-9.997929591829668450e-01,2.996527360950978765e-04
-3.399000548499781504e-01,-9.997791565775853151e-01,3.176205102013651086e-04
-3.498933431124523485e-01,-9.997648309784109566e-01,3.360769212661712455e-04
-3.598863910555569756e-01,-9.997499742732079975e-01,3.550185937151153961e-04
-3.698791991948536251e-01,-9.997345782708331186e-01,3.744421308751691045e-04
-3.798717684554692164e-01,-9.997186347189357392e-01,3.943441236543039500e-04
-3.898641001907794390e-01,-9.997021353238850772e-01,4.147211603252088947e-04
-3.998561962005583448e-01,-9.996850717730443314e-01,4.355698374728594153e-04
-4.098480587483416815e-01,-9.996674357594999005e-01,4.568867721597552329e-04
-4.198396905777232457e-01,-9.996492190093386743e-01,4.786686153545908692e-04
-4.298310949272727832e-01,-9.996304133115442303e-01,5.009120666597097118e-04
-4.398222755437350417e-01,-9.996110105505585652e-01,5.236138903596893263e-04
-4.498132366931409942e-01,-9.995910027415223498e-01,5.467709327976090364e-04
-4.598039831694373802e-01,-9.995703820681718366e-01,5.703801410668020086e-04
-4.697945203002178993e-01,-9.995491409233233648e-01,5.944385829841036762e-04
-4.797848539491236797e-01,-9.995272719518312199e-01,6.189434682857688315e-04
-4.897749905144692106e-01,-9.995047680958453196e-01,6.438921709594411236e-04
-4.997649369236473738e-01,-9.994816226421366911e-01,6.692822525950469772e-04
-5.097547006228754229e-01,-9.994578292711918666e-01,6.951114866046385204e-04
-5.197442895618601399e-01,-9.994333821077083790e-01,7.213778831265599874e-04
