0.000000000000000000e+00,0.000000000000000000e+00,3.000000000000000000e+00
1.000001733813877386e-02,-3.692559558142290079e-05,2.999889162529770115e+00
1.999933040031654299e-02,-1.477027519446117636e-04,2.999556647960411215e+00
2.999646106991746622e-02,-3.323332444577636337e-04,2.999002448847532420e+00
3.998993063355155142e-02,-5.908209201409010116e-04,2.998226551495003722e+00
4.997825943589342956e-02,-9.231716963491483482e-04,2.997228935960038587e+00
5.995996653409052524e-02,-1.329393559256728712e-03,2.996009576058982660e+00
6.993356935155092824e-02,-1.809496562138441112e-03,2.994568439373825885e+00
7.989758333092128462e-02,-2.363492823444434190e-03,2.992905487259445163e+00
8.985052158606440798e-02,-2.991396524663123176e-03,2.991020674851606831e+00
9.979089455284603782e-02,-3.693223907966107500e-03,2.988913951075737430e+00
1.097172096385391205e-01,-4.468993273627916429e-03,2.986585258656493380e+00
1.196279708696532801e-01,-5.318724977212367817e-03,2.984034534128154004e+00
1.295216785379960100e-01,-6.242441426516222129e-03,2.981261707845859199e+00
1.393968288447704484e-01,-7.240167078259699546e-03,2.978266703997733078e+00
1.492519135425135757e-01,-8.311928434512252245e-03,2.975049440617914875e+00
1.590854195746763400e-01,-9.457754038840780059e-03,2.971609829600539321e+00
1.688958287126457736e-01,-1.067767447216620876e-02,2.967947776714702890e+00
1.786816171900063033e-01,-1.197172234831305609e-02,2.964063181620457232e+00
1.884412553338356278e-01,-1.333993230923524731e-02,2.959955937885868860e+00
1.981732071928272720e-01,-1.478234101990003220e-02,2.955625933005198824e+00
2.078759301620292654e-01,-1.629898716281039106e-02,2.951073048418241473e+00
2.175478746039850031e-01,-1.788991143214476928e-02,2.946297159530885779e+00
2.271874834660587705e-01,-1.955515652749147820e-02,2.941298135736943209e+00
2.367931918937245528e-01,-2.129476714715331301e-02,2.936075840441307427e+00
2.463634268395928362e-01,-2.310878998099640327e-02,2.930630131084505763e+00
2.558966066679453366e-01,-2.499727370281540004e-02,2.924960859168705074e+00
2.653911407545428425e-01,-2.696026896218539984e-02,2.919067870285246169e+00
2.748454290814664747e-01,-2.899782837576900599e-02,2.912951004143770728e+00
2.842578618267472823e-01,-3.111000651804507466e-02,2.906610094603028216e+00
2.936268189485323754e-01,-3.329685991142363605e-02,2.900044969703434283e+00
3.029506697635307999e-01,-3.555844701570939903e-02,2.893255451701472136e+00
3.122277725194756437e-01,-3.789482821687414904e-02,2.886241357106025252e+00
3.214564739613308131e-01,-4.030606581509618702e-02,2.879002496716736470e+00
3.306351088909650904e-01,-4.279222401202265741e-02,2.871538675664499163e+00
3.397619997200077568e-01,-4.535336889720837511e-02,2.863849693454180834e+00
3.488354560155919049e-01,-4.798956843368233638e-02,2.855935344009698618e+00
3.578537740386837918e-01,-5.070089244259087108e-02,2.847795415721566137e+00
3.668152362746869288e-01,-5.348741258686370154e-02,2.839429691497036057e+00
3.757181109560019383e-01,-5.634920235384690418e-02,2.830837948812979121e+00
3.845606515762116651e-01,-5.928633703684401540e-02,2.822019959771640440e+00
3.933410963955537576e-01,-6.229889371550415694e-02,2.812975491159424468e+00
4.020576679373305540e-01,-6.538695123499307926e-02,2.803704304508875644e+00
4.107085724748972266e-01,-6.855059018388059977e-02,2.794206156164023902e+00
4.192919995088578711e-01,-7.178989287067497060e-02,2.784480797349275782e+00
4.278061212340878439e-01,-7.510494329893177556e-02,2.774527974242050998e+00
4.362490919961899971e-01,-7.849582714086218715e-02,2.764347428049366506e+00
4.446190477369809102e-01,-8.196263170936225750e-02,2.753938895088589245e+00
4.529141054285906187e-01,-8.550544592838178748e-02,2.743302106872588020e+00
4.611323624957481826e-01,-8.912436030154800848e-02,2.732436790199534116e+00
4.692718962258128901e-01,-9.281946687895588355e-02,2.721342667247608649e+00
4.773307631660977934e-01,-9.659085922203340668e-02,2.710019455674895550e+00
4.853069985080207260e-01,-1.004386323663861852e-01,2.698466868724755052e+00
4.931986154576034620e-01,-1.043628827825219541e-01,2.686684615336983661e+00
5.010036045918272452e-01,-1.083637083343510776e-01,2.674672400265091454e+00
5.087199332003401464e-01,-1.124412082353548475e-01,2.662429924200047093e+00
5.163455446119953329e-01,-1.165954830023084449e-01,2.649956883900848048e+00
5.238783575056885633e-01,-1.208266344064401754e-01,2.637252972332311707e+00
5.313162652049460144e-01,-1.251347654219030769e-01,2.624317878810490612e+00
5.386571349556994459e-01,-1.295199801714290166e-01,2.611151289156141253e+00
5.458988071866710534e-01,-1.339823838690289148e-01,2.597752885856702498e+00
5.530390947517743738e-01,-1.385220827595955995e-01,2.584122348237255729e+00
5.600757821539198433e-01,-1.431391840552583006e-01,2.570259352640973383e+00
5.670066247495989531e-01,-1.478337958683298703e-01,2.556163572619579050e+00
5.738293479336016301e-01,-1.526060271406786684e-01,2.541834679134380437e+00
5.805416463032051499e-01,-1.574559875693474775e-01,2.527272340768452086e+00
5.871411828011507961e-01,-1.623837875282323762e-01,2.512476223950588228e+00
5.936255878367092675e-01,-1.673895379856221444e-01,2.497445993191668379e+00
5.999924583841114156e-01,-1.724733504173885656e-01,2.482181311334116014e+00
6.062393570576014579e-01,-1.776353367156038587e-01,2.466681839815164423e+00
6.123638111623483926e-01,-1.828756090923492061e-01,2.450947238944682027e+00
6.183633117204250240e-01,-1.881942799784627474e-01,2.434977168198349418e+00
6.242353124710450230e-01,-1.935914619169612216e-01,2.418771286527018116e+00
6.299772288442184731e-01,-1.990672674508519591e-01,2.402329252683133465e+00
6.355864369069639253e-01,-2.046218090050355154e-01,2.385650725565139130e+00
6.410602722811870047e-01,-2.102551987619799556e-01,2.368735364580848657e+00
6.463960290323084168e-01,-2.159675485308290843e-01,2.351582830030798821e+00
6.515909585276952187e-01,-2.217589696095857987e-01,2.334192783512681668e+00
6.566422682639206920e-01,-2.276295726399899244e-01,2.316564888347990347e+00
6.615471206618478428e-01,-2.335794674546874672e-01,2.298698810032096418e+00
6.663026318285006910e-01,-2.396087629162627908e-01,2.280594216709029620e+00
6.709058702846564248e-01,-2.457175667476813041e-01,2.262250779672312806e+00
6.753538556570602980e-01,-2.519059853536610993e-01,2.243668173893277107e+00
6.796435573341307324e-01,-2.581741236324652800e-01,2.224846078578373021e+00
6.837718930839922216e-01,-2.645220847775758832e-01,2.205784177757062814e+00
6.877357276336374392e-01,-2.709499700686777701e-01,2.186482160901996430e+00
6.915318712079899788e-01,-2.774578786513487438e-01,2.166939723583249933e+00
